,species,gender,age,weight,breed,drug,outcome,date_in,react_term_code,react_term_name,first_exp_da,last_exp_da,admin_by,route,dosage_form
455,Dog,Unknown,0,6.804,Dog (unknown),Praziquantel,Outcome Unknown,20170824,99160,"INEFFECTIVE, WORMS NOS",20170822,20170822,Animal Owner,Oral,Tablet
456,Dog,Male,6.00,31.751,Retriever - Labrador,Spinosad,Outcome Unknown,20170531,468,Ocular discharge,20170517,20170517,Animal Owner,Oral,"Tablet, chewable"
457,Cat,Female,7.00,4.536,Domestic Mediumhair,Nitenpyram,Recovered/Normal,20181102,884,Cough,20181102,20181102,Animal Owner,Oral,Tablet
458,Dog,Female,21.00,10.705,"['Terrier - Yorkshire', 'Dog (unknown)']",Afoxolaner,Outcome Unknown,20180928,1533,Increased salivation,20180227,20180901,Animal Owner,Oral,"Tablet, chewable"
459,Dog,Male,8.00,34.396,Retriever - Labrador,Ivermectin,Outcome Unknown,20190215,2656,Lack of efficacy (endoparasite) - roundworm NOS,20100804,20190125,Animal Owner,Oral,"Tablet, chewable"
460,Dog,Female,15.00,33.475,Dog (unknown),Firocoxib,Outcome Unknown,20190326,334,Vomiting,20190126,20190326,Animal Owner,Oral,"Tablet, chewable"
461,Dog,Male,4.20,26.308,Schnauzer - Giant,Spinosad,Recovered/Normal,20181226,334,Vomiting,20141201,20181217,Animal Owner,Oral,"Tablet, chewable"
462,Dog,Male,8.00,5.440,Crossbred Canine/dog,Imidacloprid,Outcome Unknown,20170723,1080,Mucous stool,20170722,20170722,Animal Owner,Topical,Solution
463,Dog,Male,7.00,39.463,Retriever - Labrador,Spinosad,Ongoing,20170809,1221,Other abnormal test result NOS,20120524,20170701,Animal Owner,Oral,"Tablet, chewable"
464,Dog,Male,8.00,15.331,Spitz - American Eskimo Dog,Ivermectin,Recovered with Sequela,20170925,99115,"INEFFECTIVE, HEARTWORM LARVAE",20130301,20170901,Unknown,Oral,"Tablet, chewable"
465,Dog,Mixed,8.00,30.391,"['Shepherd Dog - German', 'Crossbred Canine/dog']","Milbemycin Oxime, Lufenuron",Outcome Unknown,20170718,334,Vomiting,20170717,20170717,Animal Owner,Oral,Tablet
466,Cat,Male,2.50,3.175,Domestic Shorthair,Selamectin,Recovered/Normal,20171020,335,Emesis,20171010,20171010,Animal Owner,Topical,Solution
467,Cat,Male,8.00,5.579,Domestic Shorthair,Imidacloprid,Outcome Unknown,20180126,121,Agitation,20180126,20180126,Animal Owner,Topical,Solution
468,Dog,Female,7.00,5.035,Spaniel - King Charles,Spinosad,Outcome Unknown,20171031,334,Vomiting,20171016,20171016,Animal Owner,Oral,"Tablet, chewable"
469,Dog,Unknown,0,0,Dog (unknown),Trimeprazine Tartrate;Prednisolone,Outcome Unknown,20180129,1039,Lack of efficacy - NOS,,,Animal Owner,Unknown,Tablet
470,Dog,Male,5.00,38.102,Retriever - Labrador,Milbemycin Oxime,Recovered/Normal,20180215,334,Vomiting,20170101,20171207,Animal Owner,Oral,"Tablet, chewable"
471,Dog,Female,4.00,4.800,Dachshund (unspecified),Nitenpyram,Outcome Unknown,20180508,334,Vomiting,20180504,20180504,Animal Owner,Oral,Tablet
472,Dog,Female,12.00,4.082,Spitz - German Pomeranian,Sarolaner,Ongoing,20180306,302,Diarrhoea,20180305,20180305,Animal Owner,Oral,"Tablet, chewable"
473,Dog,Male,3.00,31.751,Retriever - Labrador,Afoxolaner,Outcome Unknown,20180319,315,Bloody diarrhoea,20180314,20180314,Animal Owner,Oral,"Tablet, chewable"
474,Cat,Female,14.00,4.545,Maine Coon,Imidacloprid,Recovered/Normal,20180524,2082,Emesis (multiple),20180421,20180421,Animal Owner,Topical,Solution
475,Dog,Male,3.00,35.834,Retriever - Labrador,Ivermectin,Outcome Unknown,20180730,99115,"INEFFECTIVE, HEARTWORM LARVAE",20150106,20180701,Animal Owner,Oral,"Tablet, chewable"
476,Dog,Male,2.00,32.296,"['Bulldog', 'Pit Bull']",Spinosad,Outcome Unknown,20180424,99112,"INEFFECTIVE, HOOKS",20171001,20180324,Animal Owner,Oral,"Tablet, chewable"
477,Dog,Unknown,0,0,Dog (unknown),Dexmedetomidine Hydrochloride,Outcome Unknown,20180810,1039,Lack of efficacy - NOS,,,Animal Owner,Sublingual,Gel
478,Dog,Unknown,0,0,Dog (unknown),Spinosad,Outcome Unknown,20180618,2649,Lack of efficacy (flea),20180509,20180509,Animal Owner,Oral,"Tablet, chewable"
479,Dog,Male,4.50,30.754,Crossbred Canine/dog,Spinosad,Recovered/Normal,20180515,334,Vomiting,20180101,20180515,Animal Owner,Oral,"Tablet, chewable"
480,Dog,Male,3.00,36.287,Dog (unknown),Milbemycin Oxime,Recovered/Normal,20180905,1200,Hot spot (pyotraumatic dermatitis),20180801,20180801,Animal Owner,Oral,Tablet
481,Dog,Male,2.00,4.082,Bichon Frise,Spinosad,Recovered/Normal,20180806,2501,Increased yawning,20180302,20180803,Animal Owner,Oral,"Tablet, chewable"
482,Dog,Female,11.00,7.802,Terrier - Jack Russell,Lotilaner,Recovered/Normal,20200717,334,Vomiting,20200717,20200717,Animal Owner,Oral,"Tablet, chewable"
483,Dog,Female,13.00,6.630,Dachshund - Miniature,Trilostane,Outcome Unknown,20200226,99862,Underdose,20191001,,Animal Owner,Oral,Capsule
484,Dog,Female,2.00,24.040,Boxer (German Boxer),Ivermectin,Recovered with Sequela,20200316,2430,Lack of efficacy (endoparasite) - heartworm,20190402,20200301,Animal Owner,Oral,"Tablet, chewable"
485,Dog,Female,0,0,Dog (unknown),Ivermectin,Euthanized,20200914,981,Death by euthanasia,20191201,20191201,Animal Owner,Oral,"Tablet, chewable"
486,Dog,Unknown,0,0,Dog (unknown),Desoxycortone,Outcome Unknown,20181219,93,Injection site pain,20150101,20180501,Unknown,Unknown,Injection
487,Dog,Unknown,0,0,Dog (unknown),Ivermectin,Outcome Unknown,20190419,2283,Product problem,20190419,20190419,Unknown,Oral,Tablet
488,Dog,Male,3.00,34.019,Retriever - Labrador,Afoxolaner,Recovered/Normal,20190405,334,Vomiting,20190401,20190401,Animal Owner,Oral,"Tablet, chewable"
489,Dog,Male,1.00,2.722,"['Shih Tzu', 'Terrier - Yorkshire']",Lotilaner,Outcome Unknown,20190703,2649,Lack of efficacy (flea),20190615,20190615,Animal Owner,Oral,"Tablet, chewable"
490,Dog,Male,1.00,52.163,"['Alaskan Malamute', 'Retriever - Labrador']",Afoxolaner,Outcome Unknown,20190806,962,Skin sore,20190802,20190802,Animal Owner,Oral,"Tablet, chewable"
491,Cat,Male,9.00,5.897,Domestic Shorthair,Imidacloprid,Recovered/Normal,20190621,2649,Lack of efficacy (ectoparasite) - flea,20180613,20180613,Animal Owner,Topical,Solution
492,Dog,Female,7.00,8.210,Schnauzer - Miniature,Oclacitinib Maleate,Outcome Unknown,20190701,334,Vomiting,20180701,20180705,Animal Owner,Oral,Tablet
493,Dog,Male,4.30,17.962,"['Retriever - Labrador', 'Poodle (unspecified)']",Milbemycin Oxime,Outcome Unknown,20191015,1221,Other abnormal test result NOS,20181001,20190901,Animal Owner,Oral,"Tablet, chewable"
494,Dog,Male,19.00,32.659,Retriever - Labrador,Milbemycin Oxime,Outcome Unknown,20200113,2430,Lack of efficacy (endoparasite) - heartworm,20190201,20190701,Animal Owner,Oral,"Tablet, chewable"
495,Dog,Female,10.00,6.804,Terrier - Boston,Selamectin,Ongoing,20190930,99112,"INEFFECTIVE, HOOKS",20190925,20190925,Animal Owner,Topical,Solution
496,Dog,Female,2.90,15.876,Crossbred Canine/dog,Ivermectin,Outcome Unknown,20200513,2430,Lack of efficacy (endoparasite) - heartworm,20190103,20190601,Animal Owner,Oral,"Tablet, chewable"
497,Dog,Female,10.00,9.090,"['Terrier (unspecified)', 'Dog (unknown)']",Trilostane,Outcome Unknown,20201127,687,Trembling,20201012,20201125,Animal Owner,Oral,Capsule
498,Dog,Female,14.00,1.724,Chihuahua,Spinosad,Outcome Unknown,20200403,1043,Weight loss,20150101,20190301,Animal Owner,Oral,"Tablet, chewable"
499,Human,Female,0,0,Unknown,Eprinomectin,Outcome Unknown,20190917,2283,Product problem,20190917,20190917,Animal Owner,Ophthalmic,Solution
500,Dog,Unknown,13.00,2.268,Terrier - Yorkshire,Phytovet Ear Cleansing Solution,Outcome Unknown,20190801,375,Head shake - ear disorder,20190725,20190731,Unknown,Auricular (Otic),Solution
501,Dog,Male,3.00,28.395,Coonhound - Black and Tan,Lufenuron,Outcome Unknown,20190726,99112,"INEFFECTIVE, HOOKS",20190725,20190725,Animal Owner,Oral,Tablet
502,Dog,Unknown,0,0,Retriever - Labrador,Lotilaner,Outcome Unknown,20201021,2657,Lack of efficacy (endoparasite) - tapeworm,20200101,20201001,Animal Owner,Oral,"Tablet, chewable"
503,Dog,Female,10.00,28.395,Crossbred Canine/dog,Milbemycin Oxime,Outcome Unknown,20190122,2656,Lack of efficacy (roundworm),20170801,20190101,Animal Owner,Oral,"Tablet, chewable"
504,Dog,Female,3.00,35.380,"['Pit Bull', 'Crossbred Canine/dog']",Milbemycin Oxime,Outcome Unknown,20191008,2430,Lack of efficacy (endoparasite) - heartworm,20180221,201908,Animal Owner,Oral,"Tablet, chewable"
505,Dog,Female,11.00,2.948,Chihuahua,Nitenpyram,Outcome Unknown,20190822,2649,Lack of efficacy (flea),20190815,20190820,Animal Owner,Oral,Tablet
506,Cattle,Mixed,2.00,0,Mixed (Cattle),Doramectin,Outcome Unknown,20200211,2651,Lack of efficacy (lice),20191230,20200101,Animal Owner,Topical,Solution
507,Dog,Female,4.00,30.844,Retriever - Golden,Ivermectin,Outcome Unknown,20210201,2656,Lack of efficacy (endoparasite) - roundworm NOS,20201215,,Animal Owner,Oral,"Tablet, chewable"
508,Horse,Female,2.00,362.874,Warmblood - Dutch,Fenbendazol Oral Paste,Ongoing,20200123,99160,"INEFFECTIVE, WORMS",20191222,20191226,Animal Owner,Oral,Granule
509,Dog,Male,12.00,4.990,Chihuahua,Ivermectin,Recovered/Normal,20210510,334,Vomiting,20210509,20210509,Patient,Oral,"Tablet, chewable"
510,Cattle,Male,0,250.000,Cattle (other),Monensin Sodium,Recovered/Normal,20200716,1214,Swelling NOS,20181201,20181201,Unknown,Oral,Unassigned
511,Dog,Female,0,13.608,Dog (unknown),Ivermectin,Died,20210610,984,Death,2019,2019,Animal Owner,Oral,"Tablet, chewable"
512,Cat,Unknown,0,0,Cat (unknown),Carprofen,Outcome Unknown,20120708,335,Emesis,20120708,20120708,Other,Oral,"Tablet, chewable"
513,Dog,Female,13.00,2.268,Chihuahua,Maropitant Citrate,Outcome Unknown,20210826,1039,Lack of efficacy - NOS,20210826,20210826,Veterinarian,Unknown,Injection
514,Dog,Female,3.00,0,Greyhound,Moxidectin,Ongoing,20200813,99112,"INEFFECTIVE, HOOKS",20200401,20200401,Unknown,Subcutaneous,Suspension
515,Cat,Unknown,0,0,Bengal,Methylprednisolone Acetate,Outcome Unknown,20200902,312,Distension of abdomen,20200826,20200826,Veterinarian,Unknown,Suspension
516,Dog,Female,2.00,18.144,Crossbred Canine/dog,Ivermectin,Outcome Unknown,20210517,2656,Lack of efficacy (endoparasite) - roundworm NOS,20210428,20210428,Animal Owner,Oral,"Tablet, chewable"
517,Dog,Male,5.00,14.969,"['Terrier - Boston', 'Dog (unknown)']",Moxidectin,Ongoing,20210618,2798,Lack of efficacy (endoparasite) - hookworm,20210615,20210615,Veterinarian,Subcutaneous,Suspension
518,Dog,Male,12.00,9.525,Corgi (unspecified),Prednisolone,Ongoing,20200624,365,Deafness,20200613,20200623,Animal Owner,Auricular (Otic),Suspension
519,Dog,Female,15.00,7.711,Spaniel - King Charles Cavalier,Moxidectin,Recovered/Normal,20200526,512,Anaphylaxis,20200522,20200522,Unknown,Subcutaneous,Suspension
520,Dog,Male,13.00,20.412,Crossbred Canine/dog,Imidacloprid,Outcome Unknown,20200615,119,Restlessness,20200414,20200414,Animal Owner,Topical,Solution
521,Dog,Male,0,0,Dog (unknown),Moxidectin,Outcome Unknown,20200830,996,Anorexia,,,Veterinarian,Subcutaneous,Suspension
522,Dog,Unknown,0,34.927,Dog (unknown),Grapiprant,Outcome Unknown,20210205,1039,Lack of efficacy - NOS,20210101,20210205,Animal Owner,Oral,Tablet
523,Dog,Male,2.00,22.680,Collie - Border,Ivermectin/Pyrantel Pamoate Chewable 136Mcg/326Mg,Outcome Unknown,20120725,202,Cardiac disorder NOS,20110901,20120701,Animal Owner,Oral,"Tablet, chewable"
524,Dog,Female,1.50,4.536,Chihuahua,Pyrantel Pamoate,Outcome Unknown,20210326,334,Vomiting,20210325,20210325,Patient,Oral,"Tablet, chewable"
525,Dog,Male,3.00,4.080,Terrier - Yorkshire,Spinosad,Outcome Unknown,20120412,2649,Lack of efficacy (ectoparasite) - flea,20100101,20120327,Animal Owner,Oral,"Tablet, chewable"
526,Pig,Mixed,0,77.110,Pig (other),Ractopamine Hydrochloride,Outcome Unknown,20110803,1039,Lack of efficacy - NOS,20100801,20100901,Animal Owner,Oral,Unknown
527,Human,Male,0,0,Unknown,Imidacloprid,Recovered/Normal,20131028,939,Rash,20130828,20130828,Other,Unknown,Solution
528,Dog,Male,10.00,7.600,"['Spaniel - Tibetan', 'Dachshund (unspecified)']",Afoxolaner 28.3 Mg Chewable Tablets,Died,20151208,984,Death,20151020,20151020,Unknown,Unknown,"Tablet, chewable"
529,Dog,Male,13.00,23.587,"Cattle Dog - Australian (blue heeler, red heeler, Queensland cattledog)",Sarolaner,Outcome Unknown,20210416,997,Appetite loss,20160416,,Animal Owner,Oral,"Tablet, chewable"
530,Dog,Female,7.00,50.800,Akita,Spinosad,Recovered with Sequela,20130114,1018,Lethargy (see also Central nervous system depression in 'Neurological'),20120501,20130113,Animal Owner,Oral,"Tablet, chewable"
531,Dog,Male,7.00,39.460,Retriever - Labrador,Milbemycin Oxime,Ongoing,20130125,99115,"INEFFECTIVE, HEARTWORM LARVAE",201102,201201,Animal Owner,Oral,Tablet
532,Dog,Female,6.00,3.080,Pinscher - Miniature,Spinosad,Outcome Unknown,20130211,645,Seizure NOS,20121109,20130209,Animal Owner,Oral,"Tablet, chewable"
533,Dog,Female,4.00,27.079,Greyhound,Moxidectin,Recovered/Normal,20210702,2798,Lack of efficacy (endoparasite) - hookworm,20210129,20210129,Unknown,Subcutaneous,Suspension
534,Dog,Female,0,22.910,Crossbred Canine/dog,Spinosad,Outcome Unknown,20120619,1039,Lack of efficacy - NOS,20120417,20120417,Animal Owner,Oral,"Tablet, chewable"
535,Dog,Female,8.00,26.310,"['Setter (unspecified)', 'Crustacea (unknown)']",Spinosad,Recovered/Normal,20110927,335,Emesis,20110924,20110924,Animal Owner,Oral,"Tablet, chewable"
536,Dog,Male,7.00,25.310,"['Shepherd (unspecified)', 'Dog (unknown)']",Pyrantel Pamoate;Sarolaner,Ongoing,20210806,966,Skin lesion NOS,20210801,20210801,Animal Owner,Oral,"Tablet, chewable"
537,Dog,Male,7.00,14.510,Corgi - Welsh Cardigan,Melarsomine Dihydrochloride Injection,Ongoing,20120725,163,Leucocytosis NOS,20120718,,Veterinarian,Intramuscular,Suspension
538,Dog,Female,18.00,32.570,Rottweiler,Spinosad,Outcome Unknown,20120823,884,Cough,20120821,20120821,Animal Owner,Oral,"Tablet, chewable"
539,Dog,Female,4.50,4.260,Terrier - Jack Russell,Spinosad,Recovered/Normal,20130807,302,Diarrhoea,20120101,20130805,Animal Owner,Oral,"Tablet, chewable"
540,Dog,Female,13.00,42.000,"['Cattle Dog - Australian (blue heeler, red heeler, Queensland cattledog)', 'Dog (unknown)']",Afoxolaner 136 Mg Chewable Tablets,Recovered/Normal,20160314,948,Erythema (for urticaria see Immune SOC),20160125,20160307,Animal Owner,Oral,"Tablet, chewable"
541,Dog,Male,6.00,17.240,Crossbred Canine/dog,Spinosad,Outcome Unknown,20140120,1039,Lack of efficacy - NOS,20140117,20140117,Animal Owner,Oral,"Tablet, chewable"
542,Dog,Female,12.00,3.630,American Pit Bull Terrier,Pyrantel Pamoate/Praziquantel,Recovered/Normal,20120607,273,Tenesmus,20120605,20120605,Animal Owner,Oral,Tablet
543,Dog,Female,22.00,9.340,Beagle,Spinosad,Recovered/Normal,20130305,335,Emesis,20120705,20130301,Animal Owner,Oral,"Tablet, chewable"
544,Dog,Female,1.50,9.340,Shiba Inu,Spinosad,Recovered/Normal,20120817,654,Ataxia,20120813,20120813,Animal Owner,Oral,"Tablet, chewable"
545,Dog,Female,9.00,0,Boxer (German Boxer),Pyrantel Pamoate/Praziquantel,Recovered/Normal,20111217,334,Vomiting,20111217,20111217,Animal Owner,Oral,"Tablet, chewable"
546,Dog,Female,5.00,8.620,Crossbred Canine/dog,Ivermectin/Pyrantel Pamoate Chewable 68Mcg/163Mg,Outcome Unknown,20130327,305,Digestive tract disorder NOS,20080315,20130315,Animal Owner,Oral,"Tablet, chewable"
547,Dog,Female,2.00,16.150,Dog (other),Spinosad,Recovered/Normal,20120210,335,Emesis,20120109,20120209,Animal Owner,Oral,"Tablet, chewable"
548,Cat,Female,9.00,5.400,Domestic Longhair,Spinosad,Recovered with Sequela,20130702,118,Hyperactivity,20130701,20130701,Animal Owner,Oral,"Tablet, chewable"
549,Cat,Male,6.00,4.670,Domestic Shorthair,Spinosad,Recovered/Normal,20131104,335,Emesis,20130901,20131007,Animal Owner,Oral,"Tablet, chewable"
550,Human,Female,0,0,Unknown,"Ivermectin 68Mcg, Pyrantel Pamoate 57Mg",Outcome Unknown,20130402,1468,Feeling anxious,20130402,20130402,Patient,Oral,Tablet
551,Dog,Male,8.00,30.390,"['Retriever - Labrador', 'Dog (unknown)']",Spinosad,Recovered/Normal,20131127,335,Emesis,20090601,20131125,Animal Owner,Oral,"Tablet, chewable"
552,Dog,Female,2.00,5.760,Shih Tzu,Spinosad,Recovered/Normal,20130425,334,Vomiting,20120723,20130423,Animal Owner,Oral,"Tablet, chewable"
553,Dog,Male,1.00,4.310,Chihuahua,Selamectin,Outcome Unknown,20131028,2649,Lack of efficacy (ectoparasite) - flea,20130801,20131001,Animal Owner,Topical,Solution
554,Dog,Male,5.00,9.299,"['Retriever - Labrador', 'Dog (unknown)']",Spinosad,Recovered/Normal,20140723,335,Emesis,20140709,20140709,Animal Owner,Oral,"Tablet, chewable"
555,Dog,Female,2.00,9.979,"['Retriever - Labrador', 'Terrier (unspecified)']",Spinosad,Recovered/Normal,20140818,335,Emesis,20140816,20140816,Animal Owner,Oral,"Tablet, chewable"
556,Dog,Female,5.00,8.710,Terrier - Boston,Ivermectin/Pyrantel Pamoate Chewable 68Mcg/163Mg,Outcome Unknown,20120717,305,Digestive tract disorder NOS,20070101,20120701,Animal Owner,Oral,"Tablet, chewable"
557,Dog,Female,16.00,20.410,Crossbred Canine/dog,Spinosad,Outcome Unknown,20120822,1039,Lack of efficacy - NOS,20110701,20120801,Animal Owner,Oral,"Tablet, chewable"
558,Cat,Unknown,0,0,Cat (unknown),Cefovecin,Died,20141211,984,Death,20141211,20141211,Veterinarian,Subcutaneous,Injection
559,Dog,Female,4.00,27.670,"['Retriever - Labrador', 'Shepherd Dog - German']",Spinosad,Recovered/Normal,20120924,335,Emesis,20120923,20120923,Animal Owner,Oral,"Tablet, chewable"
560,Dog,Female,3.50,24.040,Shepherd Dog - German,Milbemycin Oxime,Recovered/Normal,20130603,99115,"INEFFECTIVE, HEARTWORM LARVAE",201204,201211,Animal Owner,Oral,Tablet
561,Cat,Male,0,0,Cat (unknown),Cefovecin,Outcome Unknown,20141218,142,Anaemia NOS,,,Veterinarian,Subcutaneous,Injection
562,Dog,Female,21.00,8.620,Bulldog - French,Spinosad,Recovered/Normal,20130814,335,Emesis,20121201,20130801,Animal Owner,Oral,"Tablet, chewable"
563,Dog,Female,11.00,10.430,Shih Tzu,Trilostane,Outcome Unknown,20130128,718,Polyuria,20120128,20130201,Animal Owner,Oral,Capsule
564,Dog,Female,7.00,27.580,Hound (unspecified),Spinosad,Recovered/Normal,20140422,335,Emesis,20120801,20140422,Animal Owner,Oral,"Tablet, chewable"
565,Dog,Male,12.00,5.103,"['Terrier (unspecified)', 'Schnauzer (unspecified)']",Spinosad,Recovered/Normal,20140818,335,Emesis,20140814,20140814,Animal Owner,Oral,"Tablet, chewable"
566,Dog,Unknown,0,0,Unknown,"Gentamicin Sulfate, Usp",Outcome Unknown,20130730,1512,Hearing decreased,,,Unknown,Unknown,Ointment
567,Dog,Male,7.00,38.560,"['Mastiff', 'Shepherd Dog - German']","Milbemcyin Oxime, Lufenuron, Praziquantel",Ongoing,20140911,1039,Lack of efficacy - NOS,20140601,20140801,Animal Owner,Oral,"Tablet, chewable"
568,Dog,Female,13.00,15.240,Hound - Basset,Maropitant Citrate,Ongoing,20130703,654,Ataxia,20130703,20130703,Veterinarian,Subcutaneous,Injection
569,Dog,Female,8.00,11.340,Crossbred Canine/dog,Spinosad,Recovered/Normal,20130819,2082,Emesis (multiple),20130118,20130818,Animal Owner,Oral,"Tablet, chewable"
570,Dog,Unknown,9.00,10.160,"['Shepherd Dog - Australian', 'Dog (unknown)']",Spinosad,Recovered/Normal,20140522,335,Emesis,20140515,20140715,Animal Owner,Oral,"Tablet, chewable"
571,Dog,Male,14.00,28.580,Retriever - Labrador,Ivermectin/Pyrantel Pamoate Chewable 272Mcg/652Mg,Outcome Unknown,20130918,305,Digestive tract disorder NOS,20130228,20130830,Animal Owner,Oral,"Tablet, chewable"
572,Dog,Male,18.00,37.190,"['Retriever - Labrador', 'Dog (unknown)']",Spinosad,Recovered/Normal,20140619,335,Emesis,20130301,20140601,Animal Owner,Oral,"Tablet, chewable"
573,Dog,Female,2.00,35.430,Retriever - Labrador,"Ivermectin 272Mcg, Pyrantel Pamoate 228Mg, Praziquantel 228Mg",Outcome Unknown,20141208,1039,Lack of efficacy - NOS,20141201,20141201,Animal Owner,Oral,"Tablet, chewable"
574,Cat,Female,18.00,6.350,Domestic Shorthair,Nitenpyram,Ongoing,20140716,1039,Lack of efficacy - NOS,201407,201407,Animal Owner,Oral,Tablet
575,Dog,Female,7.00,11.790,"['Retriever - Labrador', 'Poodle (unspecified)']",Spinosad,Recovered/Normal,20140127,269,Flatulence,20130115,20140117,Animal Owner,Oral,"Tablet, chewable"
576,Cattle,Mixed,5.00,0,Cattle (unknown),Amprolium,Unknown,20050909,320,Ruminal bloat,,,Unknown,Oral,Solution
577,Dog,Female,18.00,19.958,"['Crossbred Canine/dog', 'Shepherd Dog - German']",Melarsomine Dihydrochloride Injection,Outcome Unknown,20141205,92,Injection site lump,20141011,20141111,Veterinarian,Intramuscular,Suspension
578,Dog,Female,3.00,17.240,"['Sheepdog - Shetland', 'Dog (unknown)']",Spinosad,Recovered with Sequela,20140501,998,Decreased appetite,20130507,20140405,Animal Owner,Oral,"Tablet, chewable"
579,Cattle,Female,.00,0,Cattle (unknown),Cephapirin Sodium,Unknown,19890303,2043,Residues in milk,,,Unknown,Intramammary,Gel
580,Dog,Male,7.00,6.800,Poodle - Miniature,Nitenpyram,Ongoing,20140813,1039,Lack of efficacy - NOS,200801,20140701,Animal Owner,Oral,Tablet
581,Cat,Unknown,0,0,Cat (unknown),"Tiletamine, Zolazepam",Unknown,20100126,118,Hyperactivity,,,Unknown,Intravenous,Injection
582,Chicken,Female,37.00,3.180,Chicken (unknown),Monensin,Unknown,20070131,99809,Accidental exposure,,,Unknown,Oral,Unknown
583,Dog,Female,7.00,23.590,Dog (unknown),"Ivermectin, Pyrantel",Unknown,20100622,2050,Elevated alanine aminotransferase (ALT),,,Unknown,Oral,"Tablet, chewable"
584,Cattle,Unknown,0,226.800,Cattle (unknown),Tilmicosin Phosphate,Unknown,19961003,658,Recumbency,,,Unknown,Unknown,Solution
585,Dog,Male,11.00,9.070,Mixed (Dog),Pyrantel Pamoate/Praziquantel,Recovered/Normal,20150118,1171,Laboured breathing,20150118,20150118,Animal Owner,Oral,Tablet
586,Dog,Female,8.00,39.690,Dog (unknown),Carprofen,Unknown,20120223,543,Polydipsia,,,Unknown,Oral,"Tablet, chewable"
587,Dog,Female,12.70,25.220,Retriever - Labrador,Estriol Tablets,Outcome Unknown,20160426,1189,Crust,20160324,20160412,Animal Owner,Oral,Tablet
588,Dog,Male,0,49.442,"['Retriever - Labrador', 'Shepherd Dog (unspecified)']",Milbemycin Oxime,Outcome Unknown,20160328,302,Diarrhoea,20150301,20160301,Animal Owner,Oral,Tablet
589,Dog,Male,14.00,27.125,Retriever - Labrador,Afoxolaner,Outcome Unknown,20150702,334,Vomiting,20150601,20150601,Animal Owner,Oral,"Tablet, chewable"
590,Dog,Female,5.00,3.674,Spitz - German Pomeranian,Ivermectin,Outcome Unknown,20150313,305,Digestive tract disorder NOS,20141224,20150215,Animal Owner,Oral,"Tablet, chewable"
591,Dog,Male,1.00,7.170,"['Dachshund (unspecified)', 'Dog (unknown)']",Moxidectin,Recovered/Normal,20150414,334,Vomiting,20150402,20150402,Veterinarian,Subcutaneous,Suspension
592,Dog,Unknown,0,0,Dog (unknown),Selamectin,Unknown,20080626,1039,Lack of efficacy - NOS,,,Unknown,Topical,Solution
593,Dog,Female,1.25,13.608,"['Hound - Basset', 'Dog (unknown)']",Spinosad,Recovered/Normal,20150630,334,Vomiting,201504,20150627,Animal Owner,Oral,"Tablet, chewable"
594,Dog,Female,0,27.220,Dog (unknown),Deracoxib,Unknown,20050726,99174,"ALBUMIN HIGH, URINE",,,Unknown,Oral,Tablet
595,Dog,Female,11.00,10.433,"['Terrier (unspecified)', 'Dog (unknown)']",Spinosad,Recovered/Normal,20160208,334,Vomiting,20160208,20160208,Animal Owner,Oral,"Tablet, chewable"
596,Cat,Female,6.00,1.810,Domestic Shorthair,Imidacloprid,Outcome Unknown,20151121,293,Hypersalivation,20151121,20151121,Animal Owner,Topical,Solution
597,Dog,Female,9.70,10.614,Terrier - Boston,Afoxolaner,Outcome Unknown,20151215,2050,Elevated alanine aminotransferase (ALT),20150501,20151130,Animal Owner,Oral,"Tablet, chewable"
598,Dog,Male,3.00,15.876,Collie - Border,Spinosad,Outcome Unknown,20160201,334,Vomiting,20140801,20140801,Animal Owner,Oral,"Tablet, chewable"
599,Dog,Male,2.00,29.030,Mixed (Dog),Melarsomine Dihydrochloride Injection,Ongoing,20160115,129,Vocalisation,20160114,20160114,Veterinarian,Intramuscular,Suspension
600,Dog,Female,0,0,Dog (unknown),Fluralaner Chew Tablets,Died,20160808,984,Death,20160806,20160806,Animal Owner,Oral,"Tablet, chewable"
601,Dog,Male,8.00,7.257,Havanese,Carprofen,Ongoing,20160506,1346,Bladder incontinence,20160325,20160420,Animal Owner,Oral,"Tablet, chewable"
602,Dog,Female,3.00,4.717,Maltese,Oclacitinib Maleate,Ongoing,20170822,1018,Lethargy (see also Central nervous system depression in 'Neurological'),20170803,20170821,Animal Owner,Oral,Tablet
603,Dog,Unknown,0,0,Dog (unknown),Spinosad,Outcome Unknown,20161014,2649,Lack of efficacy (ectoparasite) - flea,20161001,20161001,Animal Owner,Oral,"Tablet, chewable"
604,Dog,Unknown,0,9.072,Schnauzer - Miniature,Afoxolaner,Outcome Unknown,20170926,334,Vomiting,20170926,20170926,Unknown,Oral,"Tablet, chewable"
605,Dog,Male,3.00,30.799,Greyhound,Ivermectin,Outcome Unknown,20150911,305,Digestive tract disorder NOS,20150101,20150801,Animal Owner,Oral,"Tablet, chewable"
606,Dog,Female,11.00,3.629,Chihuahua,Spinosad,Ongoing,20161110,1207,Not eating,20140601,20161109,Animal Owner,Oral,"Tablet, chewable"
607,Dog,Female,3.00,14.969,Hound - Basset,Afoxolaner,Outcome Unknown,20160715,645,Seizure NOS,20160714,20160714,Unknown,Oral,"Tablet, chewable"
